kepuhpandak
-7.522918, 112.499618
-7.523174, 112.501378
-7.524152, 112.501378
-7.524960, 112.506098
-7.523088, 112.506570
-7.522918, 112.510604
-7.522407, 112.510948
-7.522492, 112.512278
-7.524918, 112.512579
-7.525088, 112.513180
-7.529938, 112.512536
-7.529087, 112.514424
-7.526662, 112.514682
-7.526534, 112.515454
-7.525513, 112.515669
-7.525981, 112.517300
-7.526492, 112.517472
-7.526534, 112.517858
-7.528023, 112.517772
-7.528704, 112.519961
-7.529587, 112.518780
-7.530693, 112.518329
-7.531183, 112.518351
-7.531821, 112.518050
-7.533757, 112.518265
-7.535884, 112.518930
-7.536331, 112.518587
-7.536713, 112.518758
-7.537798, 112.518458
-7.538942, 112.518657
-7.538304, 112.509902
-7.538431, 112.508915
-7.538570, 112.508893
-7.539101, 112.508936
-7.539697, 112.508700
-7.540250, 112.508957
-7.540787, 112.508700
-7.540872, 112.508400
-7.541425, 112.507584
-7.541319, 112.505009
-7.542829, 112.505395
-7.543978, 112.505224
-7.544723, 112.505546
-7.544127, 112.503443
-7.543276, 112.502584
-7.541978, 112.501490
-7.542085, 112.501512
-7.541978, 112.501490
-7.540532, 112.500417
-7.540149, 112.499151
-7.538766, 112.498508
-7.537660, 112.497284
-7.536341, 112.497563
-7.535895, 112.496855
-7.535171, 112.496533
-7.534023, 112.495847
-7.529896, 112.496276
-7.525684, 112.500246
-7.525088, 112.500138
-7.524769, 112.500353
-7.523748, 112.500246
-7.523025, 112.499688
